"Date","Grade","Price","Sale Type"
2022-06-07,9,57,"Auction"
2022-06-07,9,55,"Auction"
2022-06-06,10,127.58,"Auction"
2022-06-06,10,349.99,"Auction"
2022-06-05,9,69,"Auction"
2022-06-04,9,63,"Auction"
2022-06-02,9,35,"Auction"
2022-06-01,10,160,"Auction"
2022-06-01,9,36,"Auction"
2022-05-31,9,57.69,"Auction"
2022-05-31,9,55,"Auction"
2022-05-18,9,69,"Auction"
2022-05-10,9,52,"Auction"
2022-05-10,10,172.5,"Auction"
2022-05-09,10,165.5,"Auction"
2022-05-09,9,50,"Auction"
2022-05-07,9,71,"Auction"
2022-04-05,10,160,"Auction"
2022-04-01,8,51.69,"Auction"
2022-03-14,9,55,"Auction"
2022-03-01,9,79,"Auction"
2022-03-01,10,127.5,"Auction"
2022-02-25,10,151,"Auction"
2022-02-16,4,26,"Auction"
2022-02-15,9,71,"Auction"
2022-02-15,8,37,"Auction"
2022-02-10,10,200,"Auction"
2022-02-10,9,56,"Auction"
2022-02-10,9,53.25,"Auction"
2022-02-04,9,71,"Auction"
2022-02-03,10,160,"Auction"
2022-01-29,10,132.5,"Auction"
2022-01-28,9,31,"Auction"
2022-01-27,9,66,"Auction"
2022-01-27,10,147.5,"Auction"
2022-01-26,10,142.5,"Auction"
2022-01-26,10,288,"Auction"
2022-01-25,9,41,"Auction"
2022-01-25,10,191.19,"Auction"
2022-01-24,9,65.42,"Auction"
2022-01-24,8,48,"Auction"
2022-01-24,10,164.99,"Auction"
2022-01-24,9,81,"Auction"
2022-01-23,9,65,"Auction"
2022-01-22,9,67,"Auction"
2022-01-20,8,49,"Auction"
2022-01-20,10,152.5,"Auction"
2022-01-20,8,33,"Auction"
2022-01-07,9,70,"Auction"
2022-01-05,10,156.5,"Auction"
2022-01-05,10,149.5,"Auction"
2022-01-05,10,152.5,"Auction"
2022-01-04,9,72.62,"Auction"
2022-01-04,10,167.5,"Auction"
2022-01-03,10,158,"Auction"
2022-01-03,9,102.5,"Auction"
2022-01-03,10,192.5,"Auction"
2022-01-03,8,39,"Auction"
2022-01-02,9,80,"Auction"
2022-01-02,9,55,"Auction"
2021-12-31,10,196,"Auction"
2021-12-30,10,145,"Auction"
2021-12-28,10,155,"Auction"
2021-12-28,10,137.5,"Auction"
2021-12-28,10,159.5,"Auction"
2021-12-28,10,202,"Auction"
2021-12-27,9,77,"Auction"
2021-12-27,9,66.99,"Auction"
2021-12-27,8,46.99,"Auction"
2021-12-27,10,155,"Auction"
2021-12-27,10,187.5,"Auction"
2021-12-25,10,167.5,"Auction"
2021-12-25,9,152.5,"Auction"
2021-11-05,10,189,"Auction"
2021-11-05,8,46,"Auction"
2021-11-05,10,154.5,"Auction"
2021-11-04,9,6.5,"Auction"
2021-11-04,10,160.25,"Auction"
2021-11-03,7,28.02,"Auction"
2021-11-02,8,51.01,"Auction"
2021-11-02,10,187.5,"Auction"
2021-11-02,9,60,"Auction"
2021-11-01,10,152.5,"Auction"
2021-11-01,10,124.5,"Auction"
2021-10-31,10,202.5,"Auction"
2021-10-31,9,71,"Auction"
2021-10-30,6,36,"Auction"
2021-10-30,9,65.35,"Auction"
2021-10-29,9,84.99,"Auction"
2021-10-28,7,36,"Auction"
2021-10-28,10,169.5,"Auction"
2021-10-26,10,255,"Auction"
2021-10-26,6,51,"Auction"
2021-10-24,9,53,"Auction"
2021-10-24,10,170,"Auction"
2021-10-24,10,197.5,"Auction"
2021-10-23,10,165.5,"Auction"
2021-10-23,9,52.95,"Auction"
2021-10-05,10,162.49,"Auction"
2021-10-04,10,168.5,"Auction"
2021-10-04,7,35,"Auction"
2021-10-04,9,66,"Auction"
2021-10-03,8,41,"Auction"
2021-10-03,10,296.87,"Auction"
2021-10-03,10,180,"Auction"
2021-10-03,9,57,"Auction"
2021-10-03,10,170,"Auction"
2021-10-02,10,212.5,"Auction"
2021-10-01,10,194.5,"Auction"
2021-10-01,10,195,"Auction"
2021-10-01,9,89,"Auction"
2021-09-30,8,61,"Auction"
2021-09-29,10,206.5,"Auction"
2021-09-29,9,81,"Auction"
2021-09-29,10,202.5,"Auction"
2021-09-29,10,163.37,"Auction"
2021-09-28,9,77,"Auction"
2021-09-28,7,54,"Auction"
2021-09-27,10,217.5,"Auction"
2021-09-27,7,40,"Auction"
2021-09-27,10,224.5,"Auction"
2021-09-26,10,181.55,"Auction"
2021-09-26,9,71,"Auction"
2021-09-26,10,212,"Auction"
2021-09-25,9,78,"Auction"
2021-09-25,9,58,"Auction"
2021-09-25,9,101.88,"Auction"
2021-09-24,10,277.64,"Auction"
2021-09-23,10,182.5,"Auction"
2021-09-23,9,52,"Auction"
2021-09-23,10,180,"Auction"
2021-09-22,9,61,"Auction"
2021-08-13,10,183.5,"Auction"
2021-08-13,9,62,"Auction"
2021-08-13,9,63,"Auction"
2021-08-12,9,95.09,"Auction"
2021-08-11,10,291,"Auction"
2021-08-11,9,81,"Auction"
2021-08-11,8,61,"Auction"
2021-08-10,10,185,"Auction"
2021-08-09,10,164.99,"Auction"
2021-08-09,10,247.5,"Auction"
2021-08-08,10,243.5,"Auction"
2021-08-08,10,197.5,"Auction"
2021-08-08,10,79,"Auction"
2021-08-08,9,186.98,"Auction"
2021-08-07,9,100,"Auction"
2021-08-06,9,88.77,"Auction"
2021-08-02,9,70,"Auction"
2021-08-01,10,224.5,"Auction"
2021-07-31,10,246.5,"Auction"
2021-07-31,9,76,"Auction"
2021-07-31,9,66,"Auction"
2021-07-31,8,80,"Auction"
2021-07-30,10,210.5,"Auction"
2021-07-30,10,207,"Auction"
2021-07-30,10,49.95,"Auction"
2021-07-15,10,255,"Auction"
2021-07-15,10,290,"Auction"
2021-07-14,9,81,"Auction"
2021-07-13,9,91,"Auction"
2021-07-12,9,97,"Auction"
2021-07-12,9,100,"Auction"
2021-07-11,10,265,"Auction"
2021-07-11,10,217.5,"Auction"
2021-07-10,10,222.5,"Auction"
2021-07-09,10,250,"Auction"
2021-07-01,9,84,"Auction"
2021-07-01,9,80,"Auction"
2021-06-16,8,79,"Auction"
2021-06-16,10,114.5,"Auction"
2021-06-14,10,189,"Auction"
2021-06-14,10,75,"Auction"
2021-06-13,10,255,"Auction"
2021-06-13,9,109.5,"Auction"
2021-06-12,9,95,"Auction"
2021-06-12,10,200,"Auction"
2021-06-11,6,40,"Auction"
2021-06-10,9,127.5,"Auction"
2021-06-10,9,113.5,"Auction"
2021-06-10,9,107.5,"Auction"
2021-06-09,10,175,"Auction"
2021-06-09,8,46,"Auction"
2021-06-09,10,203.76,"Auction"
2021-06-08,5,75,"Auction"
2021-06-08,10,182.5,"Auction"
2021-06-07,10,190.5,"Auction"
2021-06-07,10,205.15,"Auction"
2021-05-31,10,184.19,"Auction"
2021-05-30,10,182.5,"Auction"
2021-05-30,10,187.5,"Auction"
2021-05-30,10,170.5,"Auction"
2021-05-30,10,222.5,"Auction"
2021-05-30,9,102.5,"Auction"
2021-04-16,8,85,"Auction"
2021-04-16,10,290,"Auction"
2021-04-15,8,66,"Auction"
2021-04-13,10,511,"Auction"
2021-04-13,9,150,"Auction"
2021-04-12,9,112.5,"Auction"
2021-04-11,9,119.49,"Auction"
2021-04-11,10,305,"Auction"
2021-04-10,9,109.53,"Auction"
2021-04-10,10,255.88,"Auction"
2021-04-10,9,142.5,"Auction"
2021-04-10,10,244.5,"Auction"
2021-04-09,8,55.62,"Auction"
2021-04-09,10,260.88,"Auction"
2021-04-08,10,265,"Auction"
2021-04-08,9,105.1,"Auction"
2021-04-07,10,297,"Auction"
2021-04-06,10,306,"Auction"
2021-04-06,9,112.5,"Auction"
2021-04-05,9,115.73,"Auction"
2021-04-04,9,105.5,"Auction"
2021-04-04,10,291.85,"Auction"
2021-04-04,10,290,"Auction"
2021-04-04,10,283,"Auction"
2021-04-04,10,265,"Auction"
2021-04-04,10,285,"Best Offer"
2021-04-04,8,117.32,"Auction"
2021-04-03,9,137.5,"Auction"
2021-04-01,10,334,"Auction"
2021-04-01,10,305,"Auction"
2021-04-01,9,158.5,"Auction"
2021-04-01,10,301,"Auction"
2021-04-01,10,300,"Auction"
2021-03-31,9,140,"Best Offer"
2021-03-30,9,132.5,"Auction"
2021-03-30,10,270.01,"Auction"
2021-03-30,10,315,"Auction"
2021-03-29,7,75.55,"Auction"
2021-03-29,10,242.5,"Auction"
2021-03-29,10,343,"Auction"
2021-03-29,10,249.99,"Auction"
2021-03-29,10,256,"Auction"
2021-03-29,10,243.5,"Auction"
2021-03-29,9,163.5,"Auction"
2021-03-28,10,277,"Auction"
2021-03-28,10,330,"Auction"
2021-03-28,8,187.5,"Auction"
2021-03-28,9,170,"Best Offer"
2021-03-28,10,300,"Auction"
2021-03-27,9,150.23,"Auction"
2021-03-26,9,110.5,"Auction"
2021-03-25,10,350,"Auction"
2021-03-25,10,295,"Auction"
2021-03-25,10,350,"Best Offer"
2021-03-24,10,590,"Auction"
2021-03-23,9,111.5,"Auction"
2021-03-23,10,298,"Auction"
2021-03-22,10,232.5,"Auction"
2021-03-22,10,280,"Auction"
2021-03-22,10,276,"Auction"
2021-03-22,9,160,"Auction"
2021-03-22,10,263,"Auction"
2021-03-22,10,281,"Auction"
2021-03-21,7,39,"Auction"
2021-03-20,10,340,"Auction"
2021-03-20,10,430.5,"Auction"
2021-03-19,10,360,"Auction"
2021-03-18,10,325,"Auction"
2021-03-18,9,122.5,"Auction"
2021-03-18,10,345,"Auction"
2021-03-17,9,130.5,"Auction"
2021-03-16,10,396,"Auction"
2021-03-16,10,150,"Auction"
2021-03-15,10,360,"Auction"
2021-03-15,9,150,"Best Offer"
2021-03-15,10,375,"Best Offer"
2021-03-13,10,350,"Best Offer"
2021-03-12,9,207.5,"Auction"
2021-03-11,10,250,"Best Offer"
2021-03-10,8,55,"Auction"
2021-03-10,10,315,"Auction"
2021-03-09,10,400,"Best Offer"
2021-03-09,10,250,"Best Offer"
2021-03-09,9,225,"Best Offer"
2021-03-09,10,497.64,"Best Offer"
2021-03-09,9,417,"Auction"
2021-03-08,10,336,"Auction"
2021-03-08,10,351,"Auction"
2021-03-08,10,255,"Auction"
2021-03-08,9,123.5,"Auction"
2021-03-08,9,123.5,"Auction"
2021-03-08,9,123,"Auction"
2021-03-07,9,102.5,"Auction"
2021-03-07,9,130,"Best Offer"
2021-03-07,10,1375,"Auction"
2021-03-07,10,306.8,"Auction"
2021-03-04,9,121.5,"Auction"
2021-03-03,10,410,"Auction"
2021-03-02,9,160,"Auction"
2021-03-02,10,305,"Auction"
2021-03-01,10,355,"Auction"
2021-03-01,10,375,"Best Offer"
2021-02-28,10,335,"Auction"
2021-02-28,9,132.5,"Auction"
2021-02-28,10,356,"Auction"
2021-02-28,10,336,"Auction"
2021-02-28,9,102.5,"Auction"
2021-02-28,9,124,"Auction"
2021-02-28,9,105,"Best Offer"
2021-02-28,9,105.5,"Auction"
2021-02-27,10,233.02,"Auction"
2021-02-26,10,345,"Auction"
2021-02-25,9,120.19,"Best Offer"
2021-02-25,10,307,"Auction"
2021-02-24,9,135,"Auction"
2021-02-24,9,109.5,"Auction"
2021-02-22,10,274,"Auction"
2021-02-22,10,670,"Auction"
2021-02-21,9,110,"Auction"
2021-02-21,10,305,"Best Offer"
2021-02-21,10,950,"Best Offer"
2021-02-21,10,350,"Best Offer"
2021-02-21,10,395,"Auction"
2021-02-20,10,350.34,"Auction"
2021-02-20,9,72,"Auction"
2021-02-20,10,394.99,"Best Offer"
2021-02-19,9,175,"Best Offer"
2021-02-18,9,126.5,"Auction"
2021-02-18,9,175,"Best Offer"
2021-02-18,10,285,"Auction"
2021-02-18,7,79,"Best Offer"
2021-02-18,9,173.5,"Auction"
2021-02-17,9,195,"Best Offer"
2021-02-15,6,41.5,"Auction"
2021-02-15,10,325,"Auction"
2021-02-15,9,199,"Auction"
2021-02-15,8,124.5,"Auction"
2021-02-15,10,324.05,"Best Offer"
2021-02-15,10,317,"Best Offer"
2021-02-14,10,300,"Best Offer"
2021-02-13,9,202.29,"Auction"
2021-02-13,9,115,"Best Offer"
2021-02-13,8,124,"Auction"
2021-02-13,10,300,"Auction"
2021-02-13,10,374.99,"Best Offer"
2021-02-13,10,335,"Auction"
2021-02-13,9,125,"Auction"
2021-02-12,10,337.67,"Best Offer"
2021-02-12,7,62,"Auction"
2021-02-12,9,154.99,"Best Offer"
2021-02-12,10,276,"Auction"
2021-02-12,8,65,"Auction"
2021-02-11,7,55,"Best Offer"
2021-02-11,10,300,"Best Offer"
2021-02-10,9,117.5,"Auction"
2021-02-09,9,343.56,"Auction"
2021-02-09,10,350,"Best Offer"
2021-02-09,9,142.5,"Best Offer"
2021-02-09,9,225,"Auction"
2021-02-08,10,295,"Auction"
2021-02-08,10,344.99,"Best Offer"
2021-02-07,9,100.99,"Auction"
2021-02-06,10,350,"Best Offer"
2021-02-06,9,134,"Auction"
2021-02-06,10,300,"Best Offer"
2021-02-05,10,300,"Best Offer"
2021-02-04,10,247.5,"Auction"
2021-02-04,10,286,"Auction"
2021-02-04,9,100,"Auction"
2021-02-04,9,125,"Auction"
2021-02-03,10,410,"Auction"
2021-02-03,10,255.55,"Auction"
2021-02-02,9,123,"Auction"
2021-02-01,10,320,"Best Offer"
2021-02-01,9,225,"Auction"
2021-02-01,10,315,"Auction"
2021-02-01,10,300,"Best Offer"
2021-02-01,7,65,"Best Offer"
2021-02-01,9,100,"Best Offer"
2021-02-01,10,300,"Auction"
2021-01-31,9,130,"Best Offer"
2021-01-31,10,250,"Best Offer"
2021-01-30,10,347.69,"Auction"
2021-01-30,9,108.05,"Auction"
2021-01-30,9,147.7,"Auction"
2021-01-30,10,349.99,"Best Offer"
2021-01-30,9,142.5,"Auction"
2021-01-29,9,99.57,"Auction"
2021-01-29,10,246.5,"Auction"
2021-01-29,10,280,"Auction"
2021-01-28,10,180,"Best Offer"
2021-01-28,10,285,"Auction"
2021-01-28,10,290,"Auction"
2021-01-28,10,291,"Auction"
2021-01-28,10,399.99,"Best Offer"
2021-01-28,6,45,"Auction"
2021-01-27,10,299,"Best Offer"
2021-01-27,9,150,"Best Offer"
2021-01-26,10,305,"Auction"
2021-01-26,9,91,"Auction"
2021-01-26,10,309,"Auction"
2021-01-26,9,102.5,"Auction"
2021-01-25,10,280,"Auction"
2021-01-25,9,117.5,"Auction"
2021-01-24,9,149.99,"Best Offer"
2021-01-24,9,300.38,"Best Offer"
2021-01-24,10,374.99,"Best Offer"
2021-01-24,10,400,"Best Offer"
2021-01-24,9,260,"Best Offer"
2021-01-23,10,325,"Auction"
2021-01-23,9,105.5,"Auction"
2021-01-23,10,272.5,"Auction"
2021-01-22,9,50,"Auction"
2021-01-21,10,350,"Best Offer"
2021-01-21,9,99,"Auction"
2021-01-21,6,41,"Auction"
2021-01-21,10,285,"Auction"
2021-01-21,9,135.5,"Auction"
2021-01-21,9,120,"Best Offer"
2021-01-21,8,64,"Auction"
2021-01-21,10,280,"Auction"
2021-01-20,10,290,"Auction"
2021-01-20,10,290,"Best Offer"
2021-01-20,10,260,"Best Offer"
2021-01-19,8,75,"Auction"
2021-01-19,10,799.99,"Best Offer"
2021-01-19,10,275,"Best Offer"
2021-01-18,10,280,"Best Offer"
2021-01-18,10,222.5,"Auction"
2021-01-18,8,66,"Auction"
2021-01-18,10,210,"Auction"
2021-01-17,8,64,"Auction"
2021-01-17,10,237.5,"Auction"
2021-01-16,10,212.5,"Auction"
2021-01-16,10,308,"Auction"
2021-01-16,10,285,"Auction"
2021-01-16,10,250,"Auction"
2021-01-16,8,65,"Auction"
2021-01-15,9,132.5,"Auction"
2021-01-15,10,256,"Auction"
2021-01-14,10,275,"Auction"
2021-01-14,10,266,"Auction"
2021-01-14,10,270.99,"Auction"
2021-01-13,10,285,"Auction"
2021-01-12,10,275,"Best Offer"
2021-01-12,10,270,"Best Offer"
2021-01-12,9,102.5,"Auction"
2021-01-11,9,102.5,"Auction"
2021-01-11,8,93,"Auction"
2021-01-10,9,152.5,"Auction"
2021-01-10,10,310.95,"Best Offer"
2021-01-09,9,129,"Auction"
2021-01-09,8,45,"Auction"
2021-01-09,9,150,"Auction"
2021-01-08,10,280,"Best Offer"
2021-01-07,10,300,"Best Offer"
2021-01-07,9,89,"Auction"
2021-01-07,9,121.5,"Auction"
2021-01-07,9,124.38,"Auction"
2021-01-06,9,167.5,"Auction"
2021-01-06,7,60,"Best Offer"
2021-01-05,9,139.5,"Auction"
2021-01-05,9,120,"Best Offer"
2021-01-05,10,222.5,"Auction"
2021-01-04,9,118,"Best Offer"
2021-01-04,8,70,"Best Offer"
2021-01-04,9,124.5,"Auction"
2021-01-04,9,120,"Best Offer"
2021-01-04,9,125,"Best Offer"
2021-01-04,9,120,"Best Offer"
2021-01-04,9,120,"Best Offer"
2021-01-04,10,280,"Best Offer"
2021-01-04,10,175,"Best Offer"
2021-01-04,9,110.5,"Auction"
2021-01-03,10,230,"Best Offer"
2021-01-03,9,103.5,"Auction"
2021-01-03,10,280,"Auction"
2021-01-02,10,232.5,"Auction"
2021-01-02,10,258,"Auction"
2021-01-01,9,119,"Auction"
2021-01-01,10,200,"Best Offer"
2020-12-31,9,110,"Best Offer"
2020-12-31,9,108.5,"Auction"
2020-12-31,9,117.5,"Auction"
2020-12-30,10,289.99,"Best Offer"
2020-12-30,9,100.02,"Auction"
2020-12-30,9,122.5,"Auction"
2020-12-30,7,75,"Auction"
2020-12-29,10,321,"Auction"
2020-12-29,9,177.5,"Auction"
2020-12-29,10,350,"Auction"
2020-12-28,10,245.5,"Auction"
2020-12-28,10,255,"Auction"
2020-12-28,10,235,"Auction"
2020-12-28,10,306,"Auction"
2020-12-28,10,350.41,"Auction"
2020-12-27,8,72,"Auction"
2020-12-27,8,49,"Auction"
2020-12-27,10,255,"Auction"
2020-12-27,7,54.1,"Auction"
2020-12-27,9,91,"Auction"
2020-12-26,9,100,"Best Offer"
2020-12-26,10,330,"Auction"
2020-12-26,9,82.81,"Auction"
2020-12-26,10,275,"Auction"
2020-12-25,9,95,"Auction"
2020-12-25,9,155,"Best Offer"
2020-12-23,9,88,"Auction"
2020-12-23,10,715,"Auction"
2020-12-23,10,255,"Auction"
2020-12-23,9,83,"Auction"
2020-12-23,8,78,"Auction"
2020-12-22,7,60,"Auction"
2020-12-22,9,101,"Auction"
2020-12-22,10,265,"Auction"
2020-12-03,10,224.5,"Auction"
2020-12-03,8,66,"Auction"
2020-12-03,9,102.5,"Auction"
2020-12-03,8,52,"Auction"
2020-12-02,10,265,"Auction"
2020-12-02,10,233.61,"Auction"
2020-12-01,10,311,"Auction"
2020-12-01,10,227.5,"Auction"
2020-12-01,9,107.5,"Auction"
2020-11-29,10,355,"Auction"
2020-11-28,9,146.5,"Auction"
2020-11-28,10,306,"Auction"
2020-11-28,10,305,"Auction"
2020-11-28,10,228.01,"Auction"
2020-11-26,10,479.75,"Best Offer"
2020-11-26,10,305,"Auction"
2020-11-26,10,265,"Auction"
2020-11-26,10,280,"Auction"
2020-11-26,8,60,"Auction"
2020-11-26,10,361,"Auction"
2020-11-26,10,950,"Best Offer"
2020-11-25,10,370,"Auction"
2020-11-25,10,300,"Best Offer"
2020-11-24,8,66,"Auction"
2020-11-24,10,300.88,"Auction"
2020-11-21,9,148.51,"Auction"
2020-11-21,10,294.89,"Auction"
2020-11-21,10,330,"Auction"
2020-11-21,9,99.99,"Auction"
2020-11-20,9,177.5,"Auction"
2020-11-18,10,350,"Best Offer"
2020-11-18,10,305,"Auction"
2020-11-17,9,100,"Auction"
2020-11-17,9,137,"Auction"
2020-11-16,10,273.48,"Auction"
2020-11-15,10,400,"Best Offer"
2020-11-14,10,375,"Best Offer"
2020-11-14,9,161.43,"Auction"
2020-11-13,9,130,"Best Offer"
2020-11-12,10,315.8,"Best Offer"
2020-11-11,10,455,"Auction"
2020-11-10,10,375,"Auction"
2020-11-09,10,355,"Auction"
2020-11-09,10,290.82,"Auction"
2020-11-08,10,345.99,"Best Offer"
2020-11-07,10,305,"Auction"
2020-11-07,10,379.99,"Best Offer"
2020-11-07,10,375,"Best Offer"
2020-11-07,9,175,"Best Offer"
2020-11-07,10,360,"Best Offer"
2020-11-06,10,420,"Best Offer"
2020-11-06,10,360,"Auction"
2020-11-05,9,141.5,"Auction"
2020-11-05,10,415,"Auction"
2020-11-05,10,724.81,"Best Offer"
2020-11-05,9,148.54,"Auction"
2020-11-04,10,400,"Best Offer"
2020-11-03,10,367.51,"Auction"
2020-11-03,9,150,"Best Offer"
2020-11-03,9,325,"Best Offer"
2020-11-01,10,350,"Auction"
2020-11-01,10,497.81,"Auction"
2020-11-01,10,425,"Best Offer"
2020-11-01,9,137.5,"Auction"
2020-10-31,10,355,"Auction"
2020-10-31,9,227.5,"Auction"
2020-10-30,10,424,"Auction"
2020-10-30,10,455,"Best Offer"
2020-10-30,10,1059.41,"Best Offer"
2020-10-29,10,400,"Auction"
2020-10-29,10,499.99,"Best Offer"
2020-10-28,5,37,"Auction"
2020-10-28,10,465,"Auction"
2020-10-27,9,152.5,"Auction"
2020-10-26,10,455,"Auction"
2020-10-26,10,549.99,"Best Offer"
2020-10-24,9,155,"Auction"
2020-10-24,9,156,"Auction"
2020-10-23,10,590,"Auction"
2020-10-23,10,560,"Best Offer"
2020-10-22,10,484.4,"Auction"
2020-10-22,10,400,"Best Offer"
2020-10-22,10,330,"Best Offer"
2020-10-21,9,150,"Best Offer"
2020-10-21,10,594.99,"Best Offer"
2020-10-21,10,225,"Best Offer"
2020-10-20,9,171.58,"Auction"
2020-10-20,9,83,"Best Offer"
2020-10-20,10,350,"Best Offer"
2020-10-19,9,102.5,"Auction"
2020-10-19,9,139.95,"Best Offer"
2020-10-18,10,250,"Best Offer"
2020-10-17,9,130,"Best Offer"
2020-10-16,10,289.99,"Best Offer"
2020-10-16,10,284.99,"Best Offer"
2020-10-16,10,280,"Best Offer"
2020-10-16,10,240,"Best Offer"
2020-10-16,10,287.9,"Best Offer"
2020-10-15,10,250,"Best Offer"
2020-10-15,10,249.99,"Best Offer"
2020-10-15,10,265.01,"Auction"
2020-10-13,10,230,"Best Offer"
2020-10-12,9,309,"Best Offer"
2020-10-11,9,86.99,"Best Offer"
2020-10-11,10,225,"Best Offer"
2020-10-11,10,220,"Best Offer"
2020-10-11,10,200,"Best Offer"
2020-10-09,10,249.99,"Best Offer"
2020-10-09,9,70,"Best Offer"
2020-10-07,10,289.99,"Best Offer"
2020-10-05,10,195,"Best Offer"
2020-10-05,10,163.5,"Auction"
2020-10-02,10,222.5,"Auction"
2020-09-29,10,187.5,"Auction"
2020-09-29,9,59.99,"Auction"
2020-09-29,9,78,"Auction"
2020-09-28,10,195,"Best Offer"
2020-09-28,10,200,"Best Offer"
2020-09-28,10,192.5,"Auction"
2020-09-24,10,202.5,"Auction"
2020-09-23,10,396,"Auction"
2020-09-20,10,225,"Best Offer"
2020-09-16,10,230.5,"Auction"
2020-09-15,10,182.5,"Auction"
2020-09-15,9,64.78,"Auction"
2020-09-13,8,48.9,"Auction"
2020-09-12,10,190,"Best Offer"
2020-09-11,10,162.5,"Auction"
2020-09-10,10,229.99,"Best Offer"
2020-09-08,10,200,"Best Offer"
2020-09-06,8,48.9,"Auction"
2020-09-05,10,190.9,"Best Offer"
